location,bath,price,bhk,sqft
Other,3,115.0,3,1500.0
Yelahanka,2,85.0,2,1315.0
Uttarahalli,2,62.55,3,1390.0
Uttarahalli,2,56.0,3,1330.0
Jalahalli,4,265.0,5,3100.0
Other,3,125.0,3,1824.0
7th Phase JP Nagar,2,96.0,3,1420.0
Other,1,56.25,1,750.0
Jalahalli East,2,60.0,3,1260.0
Hennur Road,3,95.0,3,1561.0
Haralur Road,2,67.38,2,1225.0
Thanisandra,3,135.0,3,2144.0
Hoodi,3,110.0,3,1639.0
Thanisandra,2,62.0,3,1240.0
Haralur Road,2,46.0,2,1243.0
Haralur Road,2,44.0,2,1027.0
Kambipura,2,56.0,3,1082.0
Konanakunte,3,73.0,3,1637.0
Electronic City,2,102.0,3,1691.0
Hosakerehalli,5,380.0,4,3205.0
Kammanahalli,4,150.0,5,1666.0
Choodasandra,2,50.0,2,1115.0
Mysore Road,2,45.0,2,1070.0
Indira Nagar,2,105.0,2,1128.0
Mahadevpura,2,75.0,2,1192.0
Haralur Road,3,115.0,3,1920.0
Hennur,2,52.32,2,1255.0
Rajaji Nagar,2,115.0,2,1357.0
Whitefield,4,200.0,4,2400.0
Thanisandra,2,70.0,2,1093.0
Basaveshwara Nagar,3,145.0,3,1865.0
Kaikondrahalli,2,80.0,2,1039.0
Vittasandra,2,64.5,2,1246.0
Other,4,675.0,4,4000.0
Electronic City Phase II,2,38.0,2,775.0
Hebbal Kempapura,3,175.0,3,1800.0
Bommasandra,2,41.0,2,1035.0
Dasarahalli,2,75.0,3,1520.0
Whitefield,2,95.0,2,1360.0
Kodigehaali,2,56.0,2,1117.0
KR Puram,4,120.0,4,1200.0
EPIP Zone,2,92.5,2,1330.0
Marathahalli,3,160.0,3,1937.0
Electronic City,2,65.49,2,1128.0
Neeladri Nagar,2,45.0,2,1053.0
Panathur,2,77.0,2,1198.0
Marathahalli,2,56.0,2,1152.0
Frazer Town,2,75.0,2,1625.0
Kundalahalli,3,105.0,3,1397.0
Yeshwanthpur,3,170.0,3,1523.0
Kambipura,2,45.0,2,883.0
Kaggalipura,1,38.0,1,700.0
Yelahanka,2,62.5,2,1170.0
Other,3,170.0,3,2400.0
Akshaya Nagar,3,120.0,3,1897.0
Rachenahalli,2,67.0,2,996.0
Haralur Road,3,110.0,3,1875.0
Other,2,98.0,3,1500.0
Other,3,350.0,3,3095.0
Ambalipura,2,175.0,3,1390.0
Yelahanka,1,45.0,1,697.0
Sarjapur  Road,1,27.0,1,710.0
Sompura,2,48.0,3,1025.0
Magadi Road,2,46.5,2,1000.0
Sarjapur  Road,5,300.0,4,3335.0
Bellandur,2,74.0,2,1281.0
Cooke Town,1,35.0,1,565.0
Varthur,2,42.0,2,1024.0
Banashankari,2,75.0,3,1300.0
Doddakallasandra,2,43.0,2,1233.0
Other,1,28.0,1,1200.0
Hosur Road,2,105.0,3,1510.0
Kaggalipura,2,65.0,2,950.0
Battarahalli,3,97.42,3,1945.0
Uttarahalli,2,45.0,2,1008.0
Thanisandra,2,79.0,3,1265.0
Hebbal,2,77.68,3,1255.0
Yelenahalli,2,46.17,2,1200.0
Kudlu Gate,3,85.0,3,1535.0
Other,3,100.0,3,1500.0
Chamrajpet,2,120.0,3,1475.0
Uttarahalli,2,60.47,3,1390.0
Raja Rajeshwari Nagar,2,53.76,3,1278.0
Kogilu,2,51.99,2,1170.0
Sahakara Nagar,3,200.0,3,1200.0
Whitefield,3,94.79,3,1697.0
Thanisandra,3,97.38,3,1651.0
Other,3,188.0,3,1560.0
OMBR Layout,2,65.0,2,1078.0
Kasavanhalli,2,78.0,2,1349.0
7th Phase JP Nagar,3,120.0,3,1680.0
Rayasandra,2,63.0,3,1314.0
Garudachar Palya,2,48.7,2,1060.0
Kalyan nagar,2,39.0,2,820.0
ITPL,3,68.4,3,1200.0
Yelahanka New Town,1,20.0,1,500.0
Other,1,15.0,1,485.0
7th Phase JP Nagar,2,42.0,2,1050.0
Devanahalli,2,85.0,2,1408.0
Uttarahalli,2,49.0,2,1150.0
Akshaya Nagar,2,75.0,3,1410.0
Kaggadasapura,4,100.0,4,2150.0
Koramangala,4,275.0,3,2292.0
Malleshwaram,3,297.0,3,2006.0
Ramamurthy Nagar,2,50.0,2,1040.0
TC Palaya,2,60.0,2,1240.0
Lakshminarayana Pura,2,75.0,2,1180.0
Abbigere,6,68.0,6,2200.0
Bannerghatta Road,2,78.0,2,1400.0
Raja Rajeshwari Nagar,1,25.0,1,500.0
Whitefield,4,525.0,4,4800.0
Sarjapur  Road,4,146.0,3,1984.0
Whitefield,5,250.0,4,3000.0
Garudachar Palya,3,160.0,3,1960.0
Whitefield,3,115.0,3,1700.0
Tumkur Road,3,100.0,3,1586.0
Hennur,3,155.0,3,2264.0
Chikka Tirupathi,4,120.0,4,2325.0
Yelahanka,2,55.0,2,1120.0
Sarjapur  Road,2,59.0,2,1128.0
Jigani,2,65.0,2,924.0
Pai Layout,2,35.0,2,1006.0
Amruthahalli,2,55.0,2,1200.0
Other,3,130.0,3,1200.0
Kannamangala,2,56.0,2,957.0
Other,2,67.0,2,1050.0
Whitefield,3,162.0,3,2842.0
Electronics City Phase 1,1,39.0,1,630.0
Kanakpura Road,2,85.0,3,1542.0
Haralur Road,4,220.0,4,2750.0
Iblur Village,5,290.0,4,3596.0
Kengeri Satellite Town,2,78.0,3,1635.0
Mysore Road,2,53.0,2,1239.0
Haralur Road,2,47.0,2,1194.0
Other,3,105.0,3,1596.0
Channasandra,2,38.34,2,1009.0
Hosa Road,3,81.99,3,1726.0
Kudlu Gate,3,86.0,3,1535.0
Banashankari Stage V,2,58.5,3,1300.0
Whitefield,4,465.0,4,3100.0
Binny Pete,1,50.75,1,665.0
TC Palaya,2,100.0,3,1500.0
Old Airport Road,4,251.0,4,3356.0
Begur,2,59.0,3,1419.0
Kasavanhalli,2,78.0,2,1121.0
KR Puram,2,47.0,2,1100.0
Old Airport Road,2,75.0,2,1206.0
Rachenahalli,1,44.0,1,680.0
Hebbal,3,83.87,3,1355.0
Electronic City,2,56.1,2,1070.0
Other,3,85.0,3,1200.0
Electronic City,4,120.0,4,2000.0
Bommanahalli,2,40.0,2,1200.0
Marathahalli,3,90.0,3,1610.0
Haralur Road,2,43.0,2,1140.0
Raja Rajeshwari Nagar,2,38.65,2,1143.0
Rachenahalli,2,74.4,3,1530.0
7th Phase JP Nagar,2,69.0,2,980.0
Whitefield,3,130.0,3,1500.0
Whitefield,2,75.0,2,1280.0
Thanisandra,2,85.0,2,1265.0
Other,2,67.0,2,1132.0
JP Nagar,2,49.0,2,940.0
Other,3,88.0,3,1515.0
Jigani,3,150.0,3,1300.0
Electronic City,2,45.0,2,890.0
Hennur Road,3,149.0,3,2060.0
Bommanahalli,3,96.0,3,1730.0
Yelahanka,4,127.0,3,2195.0
Kathriguppe,3,125.0,3,1650.0
KR Puram,2,71.0,2,1200.0
Hosa Road,2,32.37,2,1079.0
Panathur,2,36.0,2,1085.0
Thubarahalli,2,78.0,2,1200.0
Benson Town,4,350.0,3,3200.0
Hoodi,3,98.32,3,1639.0
Other,5,500.0,4,4346.0
Old Madras Road,2,32.72,2,935.0
Thanisandra,1,25.25,1,510.0
2nd Phase Judicial Layout,2,50.75,3,1450.0
BEML Layout,2,45.0,2,999.0
Kothannur,2,40.0,2,1100.0
Lingadheeranahalli,3,93.0,3,1519.0
Dommasandra,3,56.0,3,1267.0
Sanjay nagar,2,72.2,2,1150.0
Marathahalli,2,70.0,2,1146.0
Other,3,187.0,3,2200.0
Other,3,330.0,3,3329.0
Electronics City Phase 1,1,55.0,1,785.0
Hebbal Kempapura,4,300.0,3,2900.0
Raja Rajeshwari Nagar,3,74.0,3,1610.0
Bellandur,2,40.0,2,921.0
Sarjapur  Road,3,110.0,3,1700.0
Sarjapur,2,35.0,2,1020.0
Billekahalli,2,52.0,2,1090.0
Other,4,300.0,4,3600.0
Haralur Road,2,44.0,2,1027.0
Doddathoguru,2,25.0,2,850.0
Harlur,2,84.0,2,1197.0
Other,3,450.0,4,3500.0
Poorna Pragna Layout,2,39.55,2,920.0
Raja Rajeshwari Nagar,2,65.0,2,1105.0
Judicial Layout,3,64.0,3,1300.0
Horamavu Agara,2,37.49,2,755.0
Nagasandra,5,140.0,5,4050.0
Bannerghatta Road,2,50.0,2,1215.0
Banashankari Stage III,2,58.4,2,1145.0
Other,2,65.0,2,1093.0
Bannerghatta Road,3,100.0,3,1654.0
NGR Layout,2,52.48,2,1105.0
Devanahalli,2,51.0,2,1010.0
Other,3,95.0,3,1535.0
Anekal,2,22.0,2,620.0
Horamavu Agara,2,47.65,2,982.0
Banashankari Stage II,2,150.0,2,1700.0
JP Nagar,3,135.0,3,2500.0
Yelahanka New Town,1,16.5,1,440.0
Yelahanka,3,95.0,3,1614.0
Neeladri Nagar,2,68.0,2,1363.0
Kogilu,2,28.0,2,650.0
Horamavu Banaswadi,2,46.0,2,1156.0
KR Puram,2,90.0,2,1200.0
Kadugodi,4,127.0,3,1890.0
Other,4,280.0,3,2197.0
Hebbal Kempapura,3,380.0,3,3522.0
HRBR Layout,2,98.0,2,1440.0
Kodichikkanahalli,1,38.0,1,650.0
Budigere,1,32.0,1,764.0
Singasandra,2,55.0,2,1030.0
Thigalarapalya,2,65.0,2,1200.0
Begur Road,2,43.2,2,1200.0
Kasturi Nagar,2,80.0,2,1080.0
Akshaya Nagar,2,85.0,3,1360.0
Jakkur,3,124.0,3,1865.0
Sarjapur  Road,2,75.0,3,1157.0
Kammasandra,2,29.0,2,674.0
Whitefield,2,78.0,3,1405.0
Begur Road,2,44.08,2,1160.0
Other,3,172.0,4,1600.0
Hebbal,3,127.0,3,1790.0
Electronic City,2,65.65,2,1128.0
Panathur,2,70.0,2,1180.0
Other,2,85.0,3,1450.0
Kengeri,1,10.0,1,340.0
Other,3,166.0,4,2000.0
Varthur,2,40.0,2,1125.0
Vittasandra,2,68.0,2,1246.0
HSR Layout,2,61.0,2,1372.0
Uttarahalli,2,56.0,3,1330.0
Dasarahalli,2,55.0,2,1300.0
Other,1,220.0,2,1420.0
Channasandra,2,35.0,2,1065.0
Hebbal,2,42.72,2,687.325
Uttarahalli,2,44.0,2,1200.0
Other,3,100.0,3,1756.0
Yelahanka,1,24.0,1,628.0
5th Phase JP Nagar,2,63.0,2,1207.0
Kalena Agrahara,3,125.0,3,1765.0
Other,3,92.0,3,1532.0
Other,3,110.0,3,1650.0
Horamavu Banaswadi,4,105.0,4,1200.0
Bhoganhalli,2,69.09,2,804.1
Doddathoguru,2,75.0,2,1200.0
Other,2,148.0,2,1010.0
Whitefield,3,115.0,3,2225.0
Other,2,122.0,3,1525.0
Ananth Nagar,2,31.5,2,1100.0
Attibele,1,14.0,1,400.0
Dommasandra,2,50.0,2,1200.0
Whitefield,2,95.05,2,1272.0
Kalena Agrahara,2,40.0,2,980.0
Malleshpalya,2,46.86,2,1225.0
Ramagondanahalli,2,111.0,3,1610.0
Jalahalli,2,125.0,2,1694.0
Kaggalipura,2,39.0,2,950.0
Chandapura,2,60.0,2,1500.0
Raja Rajeshwari Nagar,2,63.53,2,1258.0
Thigalarapalya,2,112.0,2,1297.0
Kundalahalli,2,49.0,2,1291.0
Varthur,2,66.5,2,1012.0
Mahadevpura,2,57.6,2,1260.0
Sarjapur  Road,2,72.0,2,1282.0
Other,3,200.0,4,2400.0
EPIP Zone,2,86.98,2,1330.0
Konanakunte,2,73.0,3,1400.0
Whitefield,2,71.0,2,1192.0
Other,2,130.0,2,1000.0
Thigalarapalya,2,103.0,2,1297.0
Sarjapur  Road,1,17.835,1,615.0
Rayasandra,3,72.0,3,1373.0
7th Phase JP Nagar,2,41.39,2,1035.0
Doddakallasandra,2,40.39,2,1010.0
Sarjapur,2,42.0,2,1195.0
HSR Layout,3,95.0,3,1750.0
Malleshpalya,2,50.0,2,1052.0
Horamavu Banaswadi,2,58.0,2,1180.0
Padmanabhanagar,4,440.0,5,3680.0
Raja Rajeshwari Nagar,2,38.24,2,1128.0
Ulsoor,3,450.0,3,2700.0
JP Nagar,2,33.6,2,1120.0
Kanakapura,2,32.69,2,1090.0
Yelahanka,3,251.0,3,2710.0
Banjara Layout,2,48.0,3,1294.0
Begur,3,75.0,3,1580.0
Chikka Tirupathi,4,80.27,3,1808.0
Rajaji Nagar,4,540.0,4,3516.0
Parappana Agrahara,2,47.0,2,1194.0
Yelachenahalli,1,150.0,2,2400.0
Koramangala,2,100.0,2,1290.0
Yelahanka,6,110.0,6,3770.0
Other,3,120.0,3,1390.0
Bisuvanahalli,2,33.0,2,845.0
Yelahanka,3,120.0,3,1537.0
Other,2,68.0,2,1135.0
Other,2,55.0,2,900.0
Hebbal,4,189.0,3,1985.0
Sarjapur,5,110.0,4,1200.0
Ardendale,4,200.0,4,3198.0
Hebbal,5,215.0,4,2483.0
Begur,4,130.0,4,1550.0
Sarjapur  Road,4,310.0,4,4111.0
Other,3,250.0,3,2500.0
Rajiv Nagar,3,125.0,3,1690.0
Hosa Road,2,31.89,2,1063.0
Cooke Town,3,390.0,3,2572.0
Other,4,350.0,3,2200.0
Bommanahalli,1,19.5,1,520.0
Munnekollal,3,68.0,3,1390.0
Sahakara Nagar,2,48.0,2,1219.0
Kudlu Gate,2,92.0,3,1564.0
Hosa Road,2,37.1,2,1100.0
Kothannur,2,60.0,3,1300.0
Chikkabanavar,2,80.0,3,1600.0
Hennur Road,2,92.0,3,1482.0
Marsur,4,66.0,3,1000.0
Shampura,2,53.0,2,1200.0
Kengeri,2,58.0,2,1200.0
Nagarbhavi,3,160.0,3,2400.0
Marathahalli,3,89.0,3,1469.0
Kanakapura,1,30.0,1,551.0
Balagere,2,78.5,2,1205.0
Gubbalala,3,125.0,3,1745.0
AECS Layout,2,42.0,2,1028.0
Frazer Town,3,180.0,3,1700.0
Karuna Nagar,2,34.0,3,1200.0
Kodihalli,4,270.0,3,2700.0
Ramamurthy Nagar,3,72.0,2,1200.0
Electronic City Phase II,2,59.0,2,1266.0
Mysore Road,2,62.0,2,1060.0
Other,3,70.0,3,1168.0
Talaghattapura,3,120.0,3,2038.5
Attibele,1,17.0,1,500.0
Hulimavu,2,43.2,2,1080.0
Other,4,155.0,4,2100.0
Harlur,2,50.0,2,1310.0
Horamavu Agara,2,75.0,3,1650.0
Other,3,93.93,3,1515.0
Raja Rajeshwari Nagar,2,53.8,2,1157.0
Rachenahalli,2,74.39,3,1530.0
Judicial Layout,3,162.0,3,2070.0
Sarjapur  Road,4,300.0,4,3900.0
Electronic City Phase II,2,28.88,2,1000.0
Ananth Nagar,2,24.55,2,982.0
Hennur Road,2,89.0,2,1232.0
Binny Pete,3,178.0,3,1282.0
Yelahanka,1,38.4,1,654.0
Bannerghatta Road,2,55.0,2,1181.0
Bisuvanahalli,2,45.0,3,1075.0
Whitefield,3,89.0,3,1626.0
Whitefield,3,88.0,3,1585.0
7th Phase JP Nagar,2,56.17,2,1370.0
Kanakpura Road,2,90.0,2,1495.0
Other,3,210.0,3,2000.0
Other,4,300.0,5,2400.0
Kereguddadahalli,2,48.0,3,1400.0
Whitefield,1,28.585,1,665.0
Hebbal Kempapura,4,215.0,4,1200.0
Hebbal,2,54.0,2,1080.0
Kaikondrahalli,3,100.0,3,1645.0
Other,3,176.0,3,1760.0
Other,1,42.0,1,595.0
Bommenahalli,3,125.0,3,1200.0
JP Nagar,4,314.5,4,4624.5
Ramagondanahalli,1,30.0,1,540.0
Ulsoor,2,120.0,2,1275.0
Kathriguppe,2,68.48,3,1245.0
Other,2,86.0,2,1170.0
Panathur,2,86.0,2,1193.0
Chandapura,2,25.4,2,850.0
Gunjur,3,75.0,3,1600.0
Electronics City Phase 1,3,84.0,3,1750.0
Other,4,235.0,4,2200.0
R.T. Nagar,2,120.0,2,1200.0
Other,5,480.0,4,2780.0
Ardendale,4,160.0,4,2422.0
Kasavanhalli,2,50.0,2,1100.0
Uttarahalli,2,30.0,2,882.0
Bisuvanahalli,2,37.0,2,845.0
Kambipura,2,39.0,2,883.0
Thanisandra,1,48.145,1,776.5
Whitefield,2,85.0,2,1280.0
Choodasandra,2,57.0,2,1300.0
Other,1,230.0,2,1450.0
Harlur,3,132.0,3,1757.0
Anekal,1,16.5,1,600.0
Sarjapur,2,44.0,2,1240.0
EPIP Zone,2,93.36,2,1330.0
8th Phase JP Nagar,2,42.47,2,1062.0
JP Nagar,2,45.0,2,1078.0
Whitefield,3,68.5,3,1200.0
Laggere,1,48.0,1,1200.0
Kammasandra,2,39.0,3,912.0
Hosa Road,3,115.0,3,1535.0397790000002
Prithvi Layout,4,162.0,4,2028.0
Mysore Road,2,45.47,2,980.0
Sarjapur  Road,2,62.0,2,1050.0
Bannerghatta,3,239.0,3,2611.0
Domlur,2,150.0,3,1875.0
Hennur Road,2,42.6,2,1065.0
Sanjay nagar,3,180.0,3,1800.0
Sector 7 HSR Layout,2,98.86,2,1163.0
Tumkur Road,2,72.0,2,1098.0
5th Phase JP Nagar,2,100.0,3,1725.0
Whitefield,4,330.0,4,4000.0
Thubarahalli,2,75.0,2,1128.0
Thigalarapalya,2,95.0,2,1418.0
Ramamurthy Nagar,3,160.0,3,1500.0
Hebbal,2,50.0,2,1100.0
Hebbal,2,55.0,2,812.0
Whitefield,2,136.0,2,1420.0
Banashankari Stage II,2,150.0,4,1200.0
Old Airport Road,4,207.0,4,2774.0
Indira Nagar,3,330.0,3,2800.0
Other,3,175.0,3,1650.0
Jigani,2,47.0,2,914.0
Hennur Road,2,83.73,3,1482.0
Kundalahalli,3,127.0,3,1724.0
Banaswadi,2,53.0,2,1184.0
Kodigehaali,2,55.0,2,1200.0
TC Palaya,2,65.0,2,1200.0
Jigani,2,55.0,2,927.0
Electronic City,2,75.0,3,1360.0
Brookefield,4,240.0,4,2800.0
7th Phase JP Nagar,2,72.0,2,1180.0
Whitefield,3,108.0,3,1697.0
Hennur,2,57.0,2,1225.0
Other,2,80.0,3,1250.0
JP Nagar,1,44.0,1,1050.0
HSR Layout,2,44.0,2,1027.0
Horamavu Agara,2,39.0,2,950.0
TC Palaya,2,70.0,2,1200.0
Akshaya Nagar,3,120.0,3,1476.0
CV Raman Nagar,2,55.0,2,1070.0
EPIP Zone,4,172.0,3,2160.0
Sector 2 HSR Layout,2,75.0,2,1296.0
Chikkalasandra,1,128.0,2,1800.0
Koramangala,2,110.0,2,1300.0
Electronic City,1,40.0,2,770.0
Other,4,160.0,3,1650.0
Domlur,3,86.0,3,1429.0
Bommasandra,2,41.73,2,1035.0
Nagarbhavi,2,36.0,1,884.0
Haralur Road,2,46.0,2,1194.0
Hoodi,2,60.87,2,1026.0
Kaikondrahalli,2,50.0,2,1115.0
Hebbal Kempapura,2,125.0,2,1200.0
Old Airport Road,4,191.0,4,2690.0
Subramanyapura,2,58.0,2,975.0
Chamrajpet,2,170.0,4,1900.0
OMBR Layout,2,65.5,2,1101.0
Sarjapur  Road,3,135.0,3,1700.0
Whitefield,4,312.0,4,3606.0
Padmanabhanagar,2,115.0,2,1258.0
Kanakpura Road,3,92.0,3,1560.0
JP Nagar,3,250.0,3,2000.0
Badavala Nagar,2,94.55,3,1494.0
Hennur Road,2,87.0,3,1482.0
Other,2,50.0,2,800.0
Raja Rajeshwari Nagar,2,47.39,2,1185.0
Hulimavu,2,71.5,2,1100.0
NRI Layout,2,120.0,2,1300.0
Other,2,150.0,2,1225.0
Banaswadi,2,55.0,2,1145.0
Hormavu,2,50.0,2,1180.0
Arekere,2,55.0,2,1190.0
Sarjapur  Road,3,119.0,3,1691.0
Other,4,367.0,4,3675.0
Basavangudi,4,292.0,3,2337.0
Other,2,150.0,2,1200.0
Domlur,2,217.0,2,1206.0
Kogilu,2,50.66,2,1140.0
Kereguddadahalli,2,28.0,2,800.0
Jalahalli East,2,58.0,2,1020.0
Other,2,80.0,2,1350.0
Anekal,2,40.0,2,925.0
Yelachenahalli,3,220.0,4,1800.0
Other,3,110.0,3,1614.0
Gottigere,2,95.0,2,1200.0
TC Palaya,2,55.0,2,900.0
Bommenahalli,3,145.0,4,1632.0
OMBR Layout,2,65.5,2,1041.0
7th Phase JP Nagar,7,450.0,6,5080.0
Sector 2 HSR Layout,2,135.0,3,1450.0
Bannerghatta Road,2,75.0,2,1200.0
Sahakara Nagar,4,130.0,4,1200.0
Hosur Road,2,110.0,3,1508.0
Other,2,73.0,2,1188.0
Old Airport Road,4,199.0,4,2690.0
Harlur,2,76.0,2,1174.0
Frazer Town,3,185.0,3,1870.0
Kengeri Satellite Town,2,25.0,2,1072.0
Kengeri,2,31.0,2,726.0
Hosur Road,2,106.0,2,1345.0
Begur Road,2,45.0,2,1200.0
Nagavarapalya,2,37.0,2,980.0
Hormavu,2,77.0,2,1050.0
Uttarahalli,2,39.71,2,993.0
Whitefield,4,125.0,4,1204.0
Hormavu,2,67.0,2,1200.0
Other,3,90.0,3,1480.0
Sarjapur,2,32.5,2,950.0
Domlur,1,55.0,1,640.0
Electronic City Phase II,2,44.0,2,972.0
Electronic City,2,64.0,2,1128.0
Other,2,42.0,2,680.0
Doddakallasandra,2,54.39,3,1360.0
BTM Layout,2,63.0,2,1150.0
Hennur Road,4,294.0,4,3450.0
Jigani,2,46.0,2,920.0
Bommasandra Industrial Area,2,41.0,2,1030.0
Thanisandra,3,101.0,3,1564.0
Uttarahalli,2,45.0,2,1045.0
Hegde Nagar,4,83.0,4,1200.0
Subramanyapura,2,55.0,2,1277.0
Other,3,215.0,3,2479.13
Sarjapur  Road,3,140.0,3,1846.0
Other,2,106.0,2,1100.0
Hormavu,3,70.0,2,1200.0
Rajaji Nagar,3,223.0,3,1640.0
Other,3,120.0,3,1925.0
Other,1,26.0,1,650.0
Kaggadasapura,2,42.0,2,1150.0
Other,3,207.0,3,2000.0
Tumkur Road,3,90.0,3,1354.0
Other,2,110.0,2,1050.0
Arekere,1,28.0,1,600.0
Varthur,2,110.0,4,1320.0
GM Palaya,2,36.0,2,1000.0
Vittasandra,2,67.0,2,1238.0
Other,2,305.0,3,2204.0
Gubbalala,3,104.0,3,1745.0
Kogilu,2,53.33,2,1200.0
Kanakapura,2,42.83,2,1020.0
Banashankari Stage III,3,118.0,3,1650.0
5th Phase JP Nagar,2,60.0,2,1440.0
Sarjapura - Attibele Road,2,45.95,3,1329.0
Hulimavu,1,50.0,1,688.0
Kanakpura Road,2,107.0,2,1331.0
Malleshwaram,1,62.5,1,686.0
Hoodi,2,50.0,2,1050.0
Talaghattapura,3,126.0,3,2106.0
5th Block Hbr Layout,2,56.0,2,1206.0
Hebbal,2,52.0,2,1075.0
Sarjapur  Road,3,95.0,3,1200.0
Sahakara Nagar,2,75.0,3,1100.0
Other,2,110.0,3,1685.0
CV Raman Nagar,2,37.0,2,740.0
Magadi Road,2,93.0,4,1500.0
Banashankari,3,115.0,3,1800.0
Yelachenahalli,3,130.0,3,1700.0
Uttarahalli,2,37.93,2,850.0
Hennur Road,3,139.0,3,1891.0
Jalahalli,1,80.0,2,1400.0
Lakshminarayana Pura,2,82.0,2,1172.0
Sonnenahalli,2,43.75,2,896.0
Vijayanagar,2,65.0,2,1180.0
Basaveshwara Nagar,7,350.0,7,2460.0
Anekal,1,18.0,1,530.0
Other,3,110.0,3,1550.0
Kanakapura,3,97.0,3,1699.0
Ananth Nagar,2,14.0,1,500.0
Other,1,20.0,1,500.0
Malleshwaram,4,332.0,3,2475.0
Haralur Road,2,145.0,2,1455.0
Seegehalli,1,50.0,2,800.0
Abbigere,2,30.0,1,765.0
Lingadheeranahalli,3,94.99,3,1521.0
Other,4,370.0,3,3155.0
Hebbal Kempapura,4,240.0,3,2900.0
Other,3,105.0,3,1765.0
Amruthahalli,3,135.0,3,1900.0
Bommasandra,2,40.0,2,1034.0
Electronic City,2,54.0,2,1070.0
Mahadevpura,4,230.0,4,3555.0
5th Block Hbr Layout,2,70.0,3,1270.0
Other,4,154.0,3,2045.0
Bellandur,2,98.0,3,1490.0
Mysore Road,2,40.0,2,883.0
Yeshwanthpur,1,36.85,1,671.0
Kammasandra,2,32.0,2,1156.0
Haralur Road,3,125.0,3,2017.0
Kanakpura Road,2,89.0,2,1296.0
Other,4,280.0,6,2400.0
Budigere,2,62.0,2,1139.0
CV Raman Nagar,3,47.0,2,1230.0
Other,2,25.0,1,581.91
Binny Pete,2,86.28,2,1245.0
Other,2,85.0,3,1158.0
Ramamurthy Nagar,1,26.0,1,360.0
Green Glen Layout,3,120.0,3,1670.0
Horamavu Banaswadi,2,51.6,2,1307.0
Hennur Road,3,101.0,3,1703.0
Haralur Road,2,43.0,2,1140.0
Other,2,110.0,2,1415.0
Yeshwanthpur,3,160.0,3,1852.0
Hoskote,3,50.0,3,1250.0
9th Phase JP Nagar,2,65.0,2,1100.0
2nd Phase Judicial Layout,2,40.25,2,1150.0
Jakkur,2,53.35,2,1100.0
Magadi Road,1,100.0,2,1350.0
Panathur,3,99.0,3,1546.0
Ambedkar Nagar,2,90.0,2,1424.0
Indira Nagar,3,200.0,3,1650.0
HBR Layout,4,120.0,4,1200.0
Brookefield,3,105.0,3,1476.0
Other,5,600.0,4,4750.0
Sarjapur,2,68.0,3,1285.0
Ambalipura,2,80.0,2,1150.0
Other,3,195.0,3,1350.0
Thubarahalli,2,65.0,2,1185.0
Other,5,350.0,4,2400.0
Kanakpura Road,2,105.0,2,1297.0
Other,3,155.0,3,1840.0
Ramamurthy Nagar,2,50.79,2,950.0
BTM 2nd Stage,2,52.0,2,950.0
Yeshwanthpur,2,95.815,2,1277.5
Electronic City,3,89.0,3,1571.0
Electronic City Phase II,2,55.0,2,1031.0
Whitefield,2,90.0,2,1485.0
Ananth Nagar,2,60.0,2,1109.0
Whitefield,1,50.0,1,950.0
Laggere,2,150.0,3,1200.0
Hosa Road,2,55.15,2,1161.0
Basavangudi,3,300.0,3,2350.0
Electronic City Phase II,2,40.6,2,1003.0
Other,2,185.0,2,1350.0
9th Phase JP Nagar,2,37.0,2,1080.0
Hulimavu,2,73.0,2,1255.0
Banaswadi,2,60.0,2,1250.0
Brookefield,4,152.0,4,1700.0
Ramamurthy Nagar,2,66.0,3,1200.0
Other,2,60.0,2,824.0
1st Phase JP Nagar,3,167.0,3,1875.0
Electronic City,3,50.0,3,1111.0
Kothannur,2,47.88,2,1197.0
Marathahalli,5,185.0,4,2519.0
Other,2,100.0,3,1340.0
Old Madras Road,3,132.0,4,1450.0
Hoodi,3,145.0,3,1837.0
Kudlu Gate,2,55.0,2,1238.0
Doddaballapur,3,80.0,4,1690.0
Other,2,110.0,3,1620.0
Kanakpura Road,3,115.0,3,1673.0
Margondanahalli,2,58.0,2,1090.0
Varthur,2,40.0,2,1112.0
Subramanyapura,2,58.0,2,985.0
Kanakpura Road,1,36.29,1,825.0
Hosa Road,2,97.52,2,1430.0
Kengeri Satellite Town,2,43.0,2,1050.0
Kumaraswami Layout,4,139.0,4,2000.0
Banashankari Stage VI,4,190.0,4,4800.0
Other,3,115.0,3,1533.0
Other,3,500.0,4,2800.0
Malleshwaram,3,399.0,3,2610.0
Lakshminarayana Pura,3,150.0,3,1750.0
Prithvi Layout,2,87.5,2,1352.0
Harlur,3,125.0,3,1754.0
Channasandra,2,90.0,3,1470.0
9th Phase JP Nagar,2,45.0,2,1035.0
Whitefield,5,329.0,4,2400.0
Kammanahalli,2,52.0,2,1160.0
Jakkur,2,52.0,2,1100.0
Horamavu Agara,2,38.0,2,1170.0
Bannerghatta Road,1,31.83,1,595.0
HSR Layout,3,110.0,3,1650.0
1st Block Jayanagar,2,235.0,3,1875.0
Ramagondanahalli,2,46.8,2,1235.0
Other,1,25.0,1,750.0
7th Phase JP Nagar,3,115.0,3,1400.0
Bannerghatta Road,2,51.0,2,1105.0
Other,2,85.0,3,1375.0
Raja Rajeshwari Nagar,9,350.0,9,3125.0
